id,predicted_price
9828200762,381698.8728
7524400250,525387.3269
3528000290,748459.6632
5700003630,1922324.609
2720069019,286307.3941
7227501170,236580.4108
2397101270,672640.6381
6792100090,706611.3789
2770602265,516438.4785
3971700937,303769.2314
422049203,221503.6425
3076500830,272422.1599
1423400260,281320.359
9161100795,425170.8541
3126049052,431114.1354
5100401468,415704.9287
514500235,423587.9959
1423200170,204501.6987
1402100070,380469.4148
624110020,836807.5154
2407000145,203720.1632
1890000225,789703.0606
1320069271,304474.8755
5490700085,351300.1016
263000155,441914.3456
3726800201,438964.8759
5153200358,292682.2314
2725079018,752633.5303
7165700200,268788.7856
9429000170,578512.4391
8718500075,372158.666
1760650950,289379.1614
1068000559,1157634.583
4113800500,634853.9907
4077800507,566413.3524
2725069150,814757.6476
4008400035,628932.8142
7016310270,396462.8349
1432701230,214149.0793
3278606050,387448.2964
2473350710,405726.3093
2185000685,191046.2903
7792000025,353747.5786
6868200029,469938.4331
624069003,797327.676
7431500280,821692.4795
3296000040,548989.2367
1118001215,1603841.48
6453900040,696851.0187
333100209,756567.2901
34001765,611267.8896
8946700100,410361.1328
5561401210,549343.7472
6671900095,341552.0196
3275850020,695111.0277
3876300600,387186.9982
1450900020,262489.3124
8562780280,318814.8751
7663700973,324472.597
2126049032,360404.7355
1823059159,198443.9721
3438503426,253749.0142
9297301495,524522.8432
7140700850,346909.4032
7942601805,631650.9252
2555900030,345147.4829
2887970040,276745.7649
7419700010,653245.5449
2239000011,409887.1304
9283800050,365746.4477
9407001340,256111.3706
217500140,513478.4884
7212660520,259397.812
3298201170,345751.9528
3057000400,310148.3469
6865200444,495936.1408
6071600340,516673.2908
6821600005,671033.8361
1235100371,741276.5812
7796450340,346019.5136
3603000410,161780.1857
9297300255,604142.833
9126100850,570351.2861
2770601462,433533.8292
2599001500,219078.6628
1102000095,604623.2667
1853080640,990863.4424
9551201585,1053820.093
3438500796,314854.2201
7518504291,510716.5868
9269200340,403161.6565
715010130,1564928.353
1982201485,611900.0865
9526500080,386574.1823
9277200180,472039.3839
6669150280,288773.4603
8917100153,601929.069
3760500516,1232283.982
2725069050,928098.8542
3332000091,324778.8333
8562770080,558695.4997
8151601190,245923.8943
8563040160,593280.0466
240000269,602401.4914
4307350200,296092.7767
1311910300,267164.9276
3574900030,490968.823
7853230570,439907.9991
320069049,391370.6024
9839301060,634181.7187
7011201333,615377.6739
2781320100,289945.8527
3421069120,438432.7792
7852030320,449400.4449
5316101075,2424564.653
5309100750,511314.3895
629000730,666907.543
511700170,283448.9211
1562100030,544172.9348
2489200230,606385.1493
524069116,496224.2708
5315100737,998083.2362
1868900675,823819.3126
1608000120,366734.3837
705700240,347468.8691
7575600610,277356.7375
1778500015,707409.8718
5423500240,191273.8411
6713700025,328505.4042
2734100734,280014.3602
301402280,212994.6822
2113700205,263203.9686
4114601570,3363059.823
3332000615,330875.5424
3630050180,376609.5945
6852700520,543567.6529
6870310010,626151.8578
6163900981,316891.1882
393000142,348829.231
1771100130,320638.3921
1442860160,380659.1405
9191200435,539869.783
6788200800,1050271.136
1115300070,792465.9249
3176600105,709126.6875
2770604665,635838.9513
5469500580,420141.5824
5680000545,429601.2011
3424089119,599605.4039
1328300180,331378.7819
1773100922,353022.7379
4123830480,355610.8287
9808610190,1046726.175
4250200140,280075.8214
4217402115,3467381.63
3831250350,408322.1746
2397101055,878517.8607
6817850110,872805.4443
7526800200,609677.8585
7853370100,628131.5909
2523089025,821281.381
9476200680,243363.0248
5714200140,416726.8529
3575304895,539304.0059
263000018,420979.1943
8080400177,476909.5779
6450304130,297555.8433
514500090,581239.9259
9477000300,434737.5036
853600310,1659027.074
1951600240,207375.2981
1099900120,311357.3521
5323100120,537879.5528
1223089016,473055.0335
522059172,238220.9104
1930300190,619657.2027
9542840410,285323.5845
8665050530,468227.6599
5592900205,377326.7919
5450300010,679428.8622
2459960030,332182.6263
3331500455,488342.4208
3432500705,432632.7676
3702900165,333808.5673
5249803550,564736.4487
626049058,446061.7673
1788900380,179171.3041
8075400360,204390.8085
9113200250,701955.8166
2738640040,671510.5432
7821200307,464644.5162
3530440140,234588.4573
3582700130,444650.5502
9276200569,749797.6761
7197800020,579908.2907
686200490,547533.1279
3501600100,350446.151
6383000690,608938.9883
7604400150,346696.2932
5249801411,653311.0468
2607720420,447320.0215
9561100010,394692.7955
1796370590,246857.0414
4077800593,383436.0098
854000165,259469.001
5536100010,755892.9527
4188000670,815022.4636
31000165,1561862.092
662350050,907136.4189
4137000280,279173.0064
6169901130,1019029.587
1953400510,249899.743
7518506716,1008201.851
1552520010,371068.3188
7955080270,304762.103
9212900100,536785.5257
3438500798,317630.9129
7899800890,206004.9031
4319200605,461221.1379
1329300480,376329.4389
8935100100,780210.8209
5016001260,427682.2577
4337600280,276619.4719
1446401220,197592.648
7135521530,715038.8844
6888900115,268318.337
2413301070,292975.1256
345700040,290438.8547
5566100145,468345.8691
7634800070,462024.4151
9346910500,560316.889
3529300060,310074.5612
8128600060,973222.668
8572900275,202956.1245
4139420590,1579327.373
9274200322,575124.407
1472700200,591710.7262
8820903380,540414.3887
8563010130,812692.3789
8965450110,763977.0974
9274204230,525010.283
8165501700,318561.9557
2193340260,521889.1704
1860600290,825789.5815
1222000055,216542.6017
2492200280,475338.1317
2488200455,422653.1163
809001520,1081297.749
1796361140,231100.8866
6398000011,792415.4392
6813600365,620829.9155
7504100920,811167.0128
8835770330,607433.7675
524059322,918261.4422
4307330280,380817.1176
1245002952,1157972.376
2021069059,287568.371
5700000595,670747.2396
3629970930,710852.9359
3336002215,293349.5834
5100401060,672077.0699
3278600750,275244.9649
1126069045,1060677.129
7568700175,311707.6861
452001475,455596.861
9283800230,520550.8145
1737300130,646560.0909
6189600040,469248.9139
3679400025,473528.4425
1096100010,335199.8424
9513900050,240733.2163
5452800645,783437.1296
273800100,238297.2262
7228500037,385902.927
808300090,445291.0037
2493200215,579781.3887
5035300255,739434.1901
3380900160,374906.3636
3630000130,407514.3584
7300400670,275518.0722
6798100070,385344.1111
8078400010,543044.8788
5566100060,539199.1228
2768200212,486949.7337
4035900060,508900.2581
9460000110,324069.8203
7199320190,556738.2097
2225039081,478725.983
9512200050,604131.7315
2634500085,278460.9321
3654800200,282361.344
2724079090,1063376.875
2597520720,820835.6876
3034200426,397665.1635
984000130,294441.3298
7852020670,449971.1248
7923500060,640137.9958
2310030510,294165.8821
2205500540,458860.9753
2493200015,484537.7495
7853361420,545012.168
5652600605,558201.6163
5285200020,300897.2197
9406530150,370583.2311
5706300020,521899.0887
3278602490,363572.4066
7197000100,541015.2827
4447300008,580691.157
7899800045,240892.9043
9250900095,357513.2898
9268851740,568915.058
8682261440,501100.0267
7284900385,780920.4382
8079040300,473974.3519
2225300585,399522.1363
3223039013,431824.2797
2013801350,239731.1479
4055701110,790695.9592
3578401770,468714.0229
4046500720,497536.6954
6145601745,314672.3218
5207200195,676720.7986
1972201856,519561.6564
7212680080,258461.3095
7277100510,644817.011
522079022,562195.5673
5605000440,762165.6943
6632300230,330226.2825
8815400165,595635.408
6708200320,517429.1293
2426059076,661573.0597
3260200200,547409.2875
2770601741,435599.1965
4338800500,223899.783
9201000320,792776.5375
7655900038,294357.221
3625059140,539281.8434
4222310010,223268.0333
2114700115,300096.6589
3291800710,339025.3644
9406590010,414345.7433
3025059124,2935560.094
7972601250,438906.2974
930000470,822066.2978
6690500060,479974.7535
16000015,190619.8896
5693501102,547823.3382
8079040490,491077.5171
7225000155,371656.2871
8819900170,769606.1391
7972601270,336655.7358
1224069074,902986.7499
5126900321,323590.3707
3438501860,260579.5595
2822069080,405778.8648
1656600310,541291.8992
3856900507,1138884.811
1626069139,488427.5689
2524049257,1344627.936
3904960150,549208.3973
7214820610,484312.5573
7977201845,550325.9656
2428100080,895380.5389
2202500135,389389.1271
1523550220,622276.7455
2313900610,498761.8004
4123840050,376443.1716
2125059124,947572.5827
1225039067,445130.1913
6431500283,508700.4157
2473380010,289380.2108
5694501195,404256.3536
2881700046,351562.8008
6837820330,318175.2158
2337300370,200865.3794
3876540630,232277.2631
626059317,380885.7049
3374500520,334028.2279
7228501903,360496.9325
4019300051,537134.5514
4232902615,638884.004
3546000090,257453.4333
8127700215,789902.2708
3438501100,318927.6269
1769600066,685155.994
8146100610,561524.5259
3052700695,551866.2757
7954310210,622085.5962
3761700053,2452759.754
1320069179,330937.3529
1331900410,819708.2869
7303100210,333764.8359
2464400285,493036.1046
6163901150,363230.1147
8955800045,368912.8637
2314300200,418324.912
9528104360,401932.5891
4177100005,545618.0702
8856960260,321193.489
1828001220,608752.4845
3066400710,710985.7612
624110610,934762.8254
4040800260,393889.2147
5019500215,469678.369
2481630180,941889.4715
7203170190,643075.296
510001280,870432.8476
9430110120,716645.2148
1565950030,314184.604
9828202255,761677.5064
3878900270,460244.5906
8091600080,224681.5874
1112000035,335306.1018
2228900270,332352.904
6648701740,277908.5583
1245003740,756350.941
2174503441,628820.3694
7708250010,350055.956
6072300110,529342.5816
2329800140,265851.944
1494300040,530392.393
3832050130,312569.1194
7203100730,820893.0912
7199330170,474969.8675
7785000220,686856.2318
1250201175,460835.2099
4054500180,1061871.487
7905200061,474369.4469
3751604895,189624.1056
5220300140,281556.3446
3323059027,309384.2693
8651611980,897783.4657
8673400190,530383.2824
1668500100,836503.0078
1023059365,487933.6153
3308030060,342625.7294
4232400860,897541.3074
2144800615,208147.9634
1568100920,1270536.085
9406510040,484850.662
2923049421,315115.376
1051000040,1598472.84
2077700042,599805.7575
9423800030,268642.2292
9818700455,652548.939
7133300675,345973.6951
4113800550,626455.3141
5553300375,1441596.308
2025701530,271974.0067
7942601155,435688.5146
7524300020,270459.4941
2520069100,318214.7483
5412300410,210686.5867
7504110760,752707.162
2594200350,413873.3686
2722059013,245399.8415
8078430480,570008.0955
1423069162,491483.043
8856001090,175668.4675
7000100631,833926.4179
4222200280,236064.275
7971300050,617516.2847
2009001600,237166.7081
6619910140,703846.226
2877100985,496370.2986
1196000007,403585.2566
1330850130,744813.4066
6664900410,270112.0072
1231001110,368097.8279
9235900030,270789.5391
9407101840,287241.2573
9523103001,397933.3113
2149800278,369937.4183
7234601198,614824.7449
9476700035,390550.4792
9297301065,534568.5143
518500700,865449.3416
7843500090,315523.3428
6056110780,351309.2198
2345700260,358813.3689
3509600070,234738.3205
1431700280,342472.9182
1623049174,274781.3062
3024089049,361257.3839
7853340450,410619.924
7732410360,761291.2771
1446800995,293744.1159
2946000285,228599.8627
425079100,432046.5888
3876313040,453920.4656
1762600260,1163615.287
1925069121,1052317.31
7443000480,803950.8904
7820000015,353359.5492
4027701253,492118.5456
2826049165,361465.337
5426300060,1062652.623
1278000210,147270.1403
923000270,400290.7356
7657600005,250091.9722
3024079057,436534.1491
3276180020,335968.4464
7304300760,294185.4925
3908100020,525542.0158
8835400805,730918.2029
4051150070,247103.496
3904930530,465814.8563
6163900971,376183.7943
7942600310,401654.6639
4365700330,231300.0493
423059207,266151.3098
3992700265,353407.8576
7177300090,462209.8629
2540820010,706483.4359
5700002510,962586.5854
5201000030,564110.0233
7631800015,2232003.679
2922702965,637772.3441
1525059198,989026.1486
1245003160,788605.3756
3810000455,339473.5242
7855600080,704556.4179
5701500030,1205146.416
7504020400,634131.2938
1402600570,318809.4876
7575610760,277360.4025
8731990370,358267.6062
5021900090,799069.7822
290000075,474629.2845
2841500010,446803.0525
3955900830,440828.7157
7852110140,557069.7786
1311400350,239983.409
7773800015,474337.093
4123400320,536995.2527
2725069157,890625.3479
666000143,784352.6879
5101408678,508861.1765
6371000026,371946.3032
2024059084,727021.5289
7283900036,331619.6789
8881900230,720145.1538
3959400135,363299.7079
7696610270,225631.4534
1689400150,936647.8485
5103900015,430436.6488
1441000350,487567.7412
5101408735,333250.8707
3126059027,2189691.99
2320069014,500684.1264
9541600015,680564.5447
8682320420,650633.3855
1562200090,602426.8795
3395070980,471719.5783
7349600230,231301.4346
522049122,239454.7327
869700060,286715.3499
811000055,1375330.148
1221059176,373657.2422
1523059103,452382.4028
2025760210,662223.6167
9218400088,287862.7064
8682292020,506117.0047
2623089135,398423.9883
3758900259,1219479.528
524069049,538558.7093
3121500150,833077.4845
5581400080,786708.2318
8087800020,465681.4127
4070700290,800634.1841
3296000170,624568.4627
9238500040,551321.2341
2744600040,355612.2785
6813600380,720976.4604
6140100150,488088.644
2201500555,424373.2025
2600110250,608330.5268
4337000275,164091.3876
1186000150,526328.7429
1972201963,462757.5552
1105000745,311867.698
2887700560,543913.7897
4039700080,714546.1514
522049104,316307.418
4202400078,232646.3296
7520000695,168732.9753
7714000310,389849.7557
4319200060,692747.1028
8624700015,595311.1403
5104520610,332081.3932
2354300845,310772.2699
3824100291,491588.3134
6151800612,265284.6122
5454200080,972531.9815
6413600290,333807.4548
2131200065,306402.3666
1459920010,264160.103
50300090,391146.7887
2326300090,612099.8233
7714000070,391342.9768
3630180500,1073292.688
1727850340,1039685.239
8691430330,1095447.044
2310030390,249813.5261
5561400610,496588.7519
7010701016,458032.6358
7883605915,240887.7056
1282300995,389282.0774
4040700310,470356.4363
3353400435,230168.448
2143701015,427942.3507
255450020,409517.6954
1020069017,347600.6097
4038200120,437598.7012
9284801100,254579.4596
1965200075,539118.776
847100047,532114.8261
4038700720,533787.592
6815100085,989515.4784
2508000020,304592.6592
255520180,615645.9611
6822100750,625881.2908
869700050,328606.0348
1775801405,550342.9003
6600400090,234029.8461
7202330270,434117.8527
1683400165,720967.7045
2625069070,1035384.118
7625702440,411053.4443
3388000640,220483.5477
1899400365,259134.834
6899990200,763284.613
5569700020,858557.8501
986000045,277969.4259
3293700221,311854.4546
3764800250,351598.0501
2291400566,321584.2539
4219401236,1354383.909
4239400840,175001.951
7211400990,210426.0458
7696500280,189979.7922
7215721070,533666.3906
3204850140,364664.9225
4322200220,694921.4292
2566300100,1067116.841
1944900090,428294.9845
6648500390,279139.1256
7385300020,729482.1421
1704900135,317381.5018
2877100655,739650.3522
2726079098,600331.7852
7625703800,489275.5791
318300040,596282.0382
7922800190,540784.203
2023049361,186431.0299
8946400210,483673.2361
6071600450,556276.455
4343800100,376667.374
1443300140,386520.0437
1024039001,936220.2068
2767704860,579319.0527
7234600851,643890.3403
644200065,868071.0146
7784400035,745403.7605
3826000560,229616.9385
9272202260,448979.2623
263000253,438777.37
3621059043,555197.3773
240000130,483309.7558
1352300120,226008.4117
7849200861,258515.5177
2487700130,649651.7606
1796100140,277717.622
7234601221,497663.9781
8651710190,466374.697
2916200091,555959.8509
1232000915,526331.854
1545801970,270967.0108
3211200420,331523.4415
7686204675,189863.267
3141600210,220581.6873
3959401284,457059.314
2113700825,265230.4112
3876000710,391864.9903
522069022,593463.2999
3214200070,430099.6506
1221039156,310460.4239
259600790,444551.6489
785000040,419266.9528
8138870470,534992.0763
2596300035,335384.4829
540100057,1729606.655
3073500045,566343.8405
5363200266,428663.1251
8682261650,513610.6082
3224510080,840294.0157
3211270160,446706.9121
9269200520,235650.5153
293810190,476400.655
4197400043,310846.0137
3026079031,333833.5185
5332200405,911640.1749
2473411210,324636.4254
9268200315,546052.7261
8123500050,634537.0568
3221069091,498294.2587
2485000165,656818.3429
4058800215,601701.1507
1926059039,857976.6412
2533300680,892660.6862
3343903640,354360.3495
5700003705,1137177.136
2023049372,375588.8917
4058800830,585994.8644
3333002302,373975.5026
2944500340,301722.7569
1982200790,553329.843
8929000270,459754.8803
8122101440,277199.6872
7525530470,867541.7412
9332800020,665672.2086
3878900525,256380.3184
5420300210,254385.1902
9232900165,306011.3687
6414100026,406831.2926
3013300660,681397.7685
7954300120,586347.5084
1081200360,343169.2137
2877102345,514266.7077
2202500255,442891.233
7984400050,229139.8413
9558020380,499244.4105
7812801850,201088.521
8944460020,409895.4932
2306400040,562722.6126
8649400410,302728.5325
7889602020,223145.4474
2041000025,467085.4161
871001484,623070.0427
2767602141,507171.5892
3630180470,808176.705
2769602140,461622.5233
2473250280,313646.1708
5422560660,521424.6265
3756600240,360134.4549
8651600160,828343.232
7202300540,848370.9849
8961950250,445242.1077
3303000130,419694.1866
798000062,259019.811
1695900150,791678.1257
1604730150,478955.8084
4136930310,395267.0329
8835401250,1133470.833
8665900328,423265.0383
9262800255,263729.9864
1853080570,864187.8806
5556300114,797882.9107
9517200290,433586.1762
4037200295,471685.3467
7417100123,363565.3509
2620069077,199580.3294
7922720040,624382.2886
558100090,565336.3254
257000037,307300.6649
3319500385,450463.3561
9297301520,350172.9755
3580900090,353292.7039
1321039076,182159.5585
7227801581,281483.5725
9407001620,270137.7566
2130400150,316321.5162
2312400200,247894.0723
4046700210,366296.4426
1193000480,883719.9083
1492800296,469559.212
3013300017,449935.3651
3630240140,582173.6012
1049010390,336737.9988
9320900420,183119.7072
4315700060,390138.3404
2591010290,355538.4716
323089085,645233.4086
6600400270,215768.8838
2919701105,455948.1131
7202360670,835650.4297
8927600100,866977.3386
3211700045,605198.301
4027701326,473965.738
1601600195,277755.6366
7853280350,862115.7727
3629970130,716663.5167
7203120020,778321.5114
9542900190,359030.467
8035350120,467424.5544
1238501184,1021588.876
251200240,464631.7242
8945300200,195185.0662
2162000160,1096343.945
5466310060,188400.7275
1239400064,857187.3846
5205000020,344524.3571
1720800305,645765.7611
7280300375,621954.2584
2095800400,450488.5626
7852010950,533949.0363
1428001160,548393.1877
9528104910,797570.3801
8644210470,918015.327
7923300310,518591.1263
254000100,595540.8836
1931300688,500477.1258
7007700030,441577.4886
422049178,223077.3549
422069067,444212.1282
2923049393,363771.282
930000305,523143.0579
2461900448,470055.7606
2610100020,275794.2253
2895550050,253012.2935
7701700040,372868.4711
2460900020,441004.8282
9827700105,573370.7611
1005000240,278473.6248
7200001254,536008.2372
866400040,533289.9896
305000170,681212.2423
2260800110,1002405.401
3442000127,681209.1098
5253300437,445502.2983
7576700150,926762.8885
5469501410,494778.9618
5104531120,657001.024
723049434,315609.2388
622069006,1042145.214
2517101200,300017.0067
8159620160,238723.4343
5561300640,429440.8568
3317010130,206263.3467
4364200250,386989.0214
8732300060,802401.3537
5603700025,765416.7481
3585900190,1052537.952
3996900575,261513.4544
8731801260,236126.5604
3810000860,289090.1527
5700003585,1651690.28
6332000050,490897.6717
9286100250,461539.441
9471201110,891439.0184
9290800050,463064.3549
7300200400,621640.5223
526069024,1013071.62
1454600156,1049860.901
3904980360,518202.0921
2626119062,275322.0441
8651730290,435882.9782
7611200195,687659.5954
1919800260,644265.6667
6632900354,296573.4422
3972900195,340132.6358
5151600170,273513.57
7016000440,460698.5076
871000435,755404.6855
9578060540,474662.6075
2332700060,749693.4341
766000240,272381.1918
4363700200,300926.2045
7100000250,340332.3865
2781250560,209360.9263
2781250100,342950.8881
5419800220,264438.6484
7147600245,264458.3777
2926069083,1019114.678
6189200125,780110.7139
9542830160,276146.7415
5152200020,258645.3384
9412900045,413913.2928
6600410480,181163.6589
6979970080,547244.2697
5636010280,265568.2098
1732801300,964126.293
5561401530,438508.6984
9578500510,378277.1027
7304300906,327246.8637
1223089077,723642.7803
721049207,268182.8848
8691330310,860733.211
1523069204,501117.5477
3188100105,559862.488
6608500290,407199.3251
2891400410,361612.5627
7663700551,343114.4591
5413200140,249604.5312
425069139,604615.5719
6713700155,364069.9123
2767603505,475057.1114
7789000080,295373.5364
9211500620,232624.2509
3750604417,200050.983
7922800320,564404.2599
1471620240,325378.5115
2222059052,355059.109
9551200270,1047552.297
2767603160,562659.2174
9406710060,387913.6507
8929000250,360967.5851
5538300120,420245.4692
2223069120,526173.3729
1652500060,1798478.492
8564500240,402548.1359
3629700120,608524.4242
3943600070,394094.9822
4171200025,272798.9863
2425049063,3542726.634
9828701650,346237.6817
3581000340,347386.5187
8100900015,393247.1544
2125059161,1253201.409
304000380,203421.7437
8146200070,1297266.984
686530170,557047.5089
2917200645,414575.5054
9547200530,863565.5906
2122059199,417483.5639
1150000740,635275.8498
5706200060,297178.012
9265410010,226350.3873
4083800555,447316.3641
6152900332,338996.0009
2520900301,224898.0318
9828200790,482561.4226
1657530180,276224.014
7471900045,253984.4054
9828200460,371292.2399
1775900140,436322.2837
6139800430,428233.2725
7214400005,483873.1304
5332200026,535123.1198
9510970300,817823.2615
2540830020,418569.4661
3392100140,187092.8742
1326069191,368996.0926
2125059112,912635.1581
859000022,300892.3231
8854100350,707394.3018
121059007,197418.2168
7977201707,500062.9287
3859900060,2408010.076
8815400735,733078.1039
705700530,346298.5291
6600780130,392329.4438
6378500105,389696.3962
8143000310,453059.6017
2877102330,671466.5615
3526039074,623463.8822
2115510300,247918.2702
3024059014,1999705.21
2141330360,620475.1641
546000400,502315.9563
2071500011,399913.7425
7972000240,219017.6212
7016200460,454858.5758
6204200180,440886.8064
1552100135,1244867.385
88000173,393113.6166
2581900235,841571.3327
9211500560,245299.9192
621069218,420311.4715
1321970240,301654.1275
798000630,316854.6073
421000285,255336.4353
2824600180,878137.2126
3832051140,342105.5865
1237500105,564987.2512
8802400906,243456.2703
3166900270,414911.4506
3682000060,369230.1114
5469700020,294612.7508
1245001820,637941.6191
9547205660,624265.4809
7974700122,647725.3842
7550801225,519880.7469
1099950050,645364.3277
1402900460,334355.195
7636800041,1084419.865
2115720270,272667.7172
8651441750,187164.6046
3904100035,242527.914
8815400020,592194.0111
3303860590,478239.3658
5427110040,1196960.776
1782000160,325006.3292
6204420290,465584.4185
3995700245,287679.3123
7955040130,472001.1325
1442880650,495104.9628
8833510230,708377.1698
7283900551,453304.0481
4396000180,289617.7076
7504021310,727927.6539
322059264,262367.1885
3654800040,275528.8637
2767704777,507152.9883
3278602190,372508.7664
3236500220,485250.3421
3410600100,350323.6656
629410180,747900.6905
3352402250,157833.4037
4363700304,333635.5497
7237550130,1327217.727
9808590210,1208304.198
8074200175,264202.2486
3463400330,468863.6178
6306400140,794636.4811
8564950250,561797.2988
5381000070,206767.3068
9826700697,465908.2792
8132700190,397922.7636
7943000020,179221.0138
9547204675,579785.5633
4112100101,523472.2875
727500030,619339.3491
114101426,364897.0104
9274202005,731777.0906
1193000380,806290.6831
3039000020,506337.8088
7852170130,696791.2236
2624079010,630432.9461
4137010540,282257.1692
7576200012,828527.6118
1138020020,321296.7571
3969300030,193119.2066
898000200,214652.8702
5153100030,295324.2176
5104532030,487355.638
4406000050,218623.3486
9274203390,592506.7662
8682290360,481688.1006
6928600330,303357.2966
4139680070,855901.1392
6844702690,480684.4612
2154970020,1988157.629
4385701285,1111752.7
2426059071,616995.0082
2867300160,528687.0293
9512500720,531683.811
1773101020,305733.7965
8687800100,288761.8096
3627800050,1616812.124
1604600227,307754.6655
3300701170,446159.7547
9250900111,464764.6405
7015200790,565843.1265
1311100490,244510.0865
2469000010,912292.4671
1982201596,531570.2224
1862700290,364529.76
2586800270,215058.2465
9528102772,469851.4949
5490210200,475280.9359
6669080020,441570.2931
179003055,203902.9761
1860600535,942405.8308
1592000130,646964.3728
3905040170,554767.8419
9320500080,250109.6243
9276200850,455288.0351
224069114,624329.5046
2260000340,572524.491
5096300130,407325.4915
3432500215,363002.2136
2600000050,670097.2655
8856003839,219683.0229
2492200435,407286.2096
7855900110,1135650.057
6806100250,324653.3029
2770603523,595663.6276
1370800515,1860338.945
2726049150,452233.0953
1226059161,588344.0873
1068000375,2892843.303
9528104109,466422.0717
5126310060,478695.982
1951820070,529799.3868
1545805980,351046.4548
9464700340,1003997.814
4319200675,743388.8412
7518500885,517130.5172
7852020620,479596.8551
869700370,334879.5671
8643000190,253081.8965
8902000267,530772.4981
7972602435,249921.8088
2050100210,871814.5511
6705120540,492802.767
2767601390,620384.3768
4141000490,1234407.904
9345400350,768174.2923
3222079162,325837.157
7789000120,289380.4582
6646200770,701807.8337
6666800180,777633.2946
1725800280,463619.0293
6117500460,854213.5958
5470100220,246336.3418
5457300478,500254.4736
7550800195,543191.0477
7787050180,583345.7348
6204430250,534564.0069
7640400250,547228.9184
624110920,878257.6282
3629920140,348777.0987
7173700518,621609.1464
3210200395,206711.8888
2473480560,395371.6403
2623089141,446439.8169
1423800080,215225.0106
2076400050,281790.9922
3832060120,296286.966
7702600930,456773.0263
5101404555,460284.7588
3723800415,492953.566
3356403400,223213.6095
9214400125,505021.0844
1797500530,503735.8518
9551201660,976250.1619
3878900815,335774.0663
1760650280,320112.6934
5466410030,223548.0402
6388930620,618247.4234
2331300395,780277.4868
9412700160,272610.993
871001611,613645.8618
3142600120,597963.0223
3995700220,324224.0518
2310000280,280733.17
8039900400,362457.9993
7504021510,713190.4621
1959700445,1447868.938
1556200155,613855.1545
3629960590,394952.0763
259000240,441431.5417
662440020,427901.8372
3123049142,596093.8052
321100260,842781.2684
6840701095,508021.2085
3738900165,412016.8374
4427100130,361910.4523
9238500100,496880.3492
6145601810,299252.7241
2570300090,357670.2405
4017600010,495010.9055
1005000220,356360.3274
1257202120,466777.0741
9527000490,525030.6605
8691400080,715145.0967
1726069084,431436.4014
248000240,206377.9318
6113400046,435948.1258
2130702350,396334.2815
920069052,288415.0747
6071300160,567889.8057
1623049041,141766.201
9268200285,361895.8575
1843100520,356761.61
2887700826,540606.9897
9122000385,517036.6279
9475700220,374600.7577
2804600005,836979.1299
2896400300,402083.997
5015000180,722503.5742
3630220180,785480.5776
8832900780,441455.0942
1568100300,490578.0593
8718500610,386185.6134
4147200140,1243887.281
1973700030,1086524.234
8862000075,151434.4774
9320990110,282329.0065
1151100035,409922.4589
2011000010,222648.7005
1651500060,1024280.329
446000190,739838.4427
2344300220,949808.1195
523049195,206587.389
9191200015,644748.6821
7942601410,642438.6817
